LOCATION,SUBJECT,Year,Value
ZAF,25_54,2016,57.51431
ZAF,25_54,2017,57.39731
ZAF,25_54,2018,57.25775
ZAF,25_54,2019,56.17611
ZAF,25_54,2020,51.1913
ZAF,25_54,2021,49.17752
ZAF,55_64,2008,41.52332
ZAF,55_64,2009,40.14762
ZAF,55_64,2010,37.93913
ZAF,55_64,2011,38.72395
ZAF,55_64,2012,38.61074
ZAF,55_64,2013,39.1777
ZAF,55_64,2014,40.60155
ZAF,55_64,2015,39.99969
ZAF,55_64,2016,39.45979
ZAF,55_64,2017,41.08252
ZAF,55_64,2018,40.8663
ZAF,55_64,2019,40.09815
ZAF,55_64,2020,37.24924
ZAF,55_64,2021,35.58696
G-7,15_24,2008,46.52599
G-7,15_24,2009,43.27106
G-7,15_24,2010,42.13074
G-7,15_24,2011,42.38949
G-7,15_24,2012,42.27327
G-7,15_24,2013,42.55784
G-7,15_24,2014,43.19886
G-7,15_24,2015,43.82363
G-7,15_24,2016,44.57729
G-7,15_24,2017,45.23963
G-7,15_24,2018,45.9923
G-7,15_24,2019,46.70906
G-7,15_24,2020,43.18684
G-7,15_24,2021,45.96182
G-7,25_54,2008,79.87305
G-7,25_54,2009,77.60626
G-7,25_54,2010,77.36487
G-7,25_54,2011,77.62605
G-7,25_54,2012,77.85452
G-7,25_54,2013,77.93948
G-7,25_54,2014,78.44632
G-7,25_54,2015,78.82951
G-7,25_54,2016,79.43479
G-7,25_54,2017,80.1095
G-7,25_54,2018,80.83649
G-7,25_54,2019,81.44313
G-7,25_54,2020,78.969
G-7,25_54,2021,80.32951
G-7,55_64,2008,57.41289
G-7,55_64,2009,56.82851
G-7,55_64,2010,56.97103
G-7,55_64,2011,57.38683
G-7,55_64,2012,58.36928
G-7,55_64,2013,59.38655
G-7,55_64,2014,60.552
G-7,55_64,2015,61.32343
G-7,55_64,2016,62.29409
G-7,55_64,2017,63.42252
G-7,55_64,2018,64.42979
G-7,55_64,2019,65.2327
G-7,55_64,2020,63.69685
G-7,55_64,2021,64.51063
EA19,15_24,2008,37.275
EA19,15_24,2009,34.8
EA19,15_24,2010,33.525
EA19,15_24,2011,33.225
EA19,15_24,2012,31.95
EA19,15_24,2013,31.325
EA19,15_24,2014,31.05
EA19,15_24,2015,31.275
EA19,15_24,2016,31.825
EA19,15_24,2017,32.75
EA19,15_24,2018,33.65
EA19,15_24,2019,34.25
EA19,15_24,2020,32.25
EA19,15_24,2021,33.95
EA19,25_54,2008,79.3
EA19,25_54,2009,77.3
EA19,25_54,2010,76.9
EA19,25_54,2011,76.9
EA19,25_54,2012,76.125
EA19,25_54,2013,75.525
EA19,25_54,2014,75.85
EA19,25_54,2015,76.425
EA19,25_54,2016,77.25
EA19,25_54,2017,78
EA19,25_54,2018,78.85
EA19,25_54,2019,79.55
EA19,25_54,2020,78.075
EA19,25_54,2021,79.6
EA19,55_64,2008,44.2
EA19,55_64,2009,44.7
EA19,55_64,2010,45.425
EA19,55_64,2011,46.725
EA19,55_64,2012,48.275
EA19,55_64,2013,49.7
EA19,55_64,2014,51.475
EA19,55_64,2015,53.1
EA19,55_64,2016,55.1
EA19,55_64,2017,56.975
EA19,55_64,2018,58.65
EA19,55_64,2019,59.875
EA19,55_64,2020,60.075
EA19,55_64,2021,60.975
AUS,15_24,2008,64.51452
AUS,15_24,2009,61.18265
AUS,15_24,2010,60.52081
AUS,15_24,2011,60.38575
AUS,15_24,2012,59.60047
AUS,15_24,2013,58.65664
AUS,15_24,2014,57.70333
AUS,15_24,2015,58.44546
AUS,15_24,2016,58.34512
AUS,15_24,2017,58.47228
AUS,15_24,2018,59.84643
AUS,15_24,2019,60.11937
AUS,15_24,2020,56.81372
AUS,15_24,2021,60.86858
COL,15_24,2008,36.82333
COL,15_24,2009,39.275
COL,15_24,2010,40.16333
COL,15_24,2011,42.08167
COL,15_24,2012,43.84917
COL,15_24,2013,43.7525
COL,15_24,2014,44.00083
COL,15_24,2015,44.75667
COL,15_24,2016,43.5675
COL,15_24,2017,43.17667
COL,15_24,2018,42.07917
COL,15_24,2019,40.64583
COL,15_24,2020,34.06833
COL,15_24,2021,32.6125
COL,25_54,2008,71.86333
COL,25_54,2009,73.48666
COL,25_54,2010,74.90667
COL,25_54,2011,76.08167
COL,25_54,2012,76.93833
COL,25_54,2013,77.24
COL,25_54,2014,77.825
COL,25_54,2015,78.32417
COL,25_54,2016,78.06084
COL,25_54,2017,77.90583
COL,25_54,2018,77.35583
COL,25_54,2019,76.44167
COL,25_54,2020,68.16417
COL,25_54,2021,69.30917
COL,55_64,2008,53.995
COL,55_64,2009,55.375
COL,55_64,2010,57.33083
COL,55_64,2011,59.31167
COL,55_64,2012,60.8675
COL,55_64,2013,61.14667
COL,55_64,2014,61.53083
COL,55_64,2015,62.58417
COL,55_64,2016,63.1025
COL,55_64,2017,63.3325
COL,55_64,2018,63.745
COL,55_64,2019,61.7875
COL,55_64,2020,54.95
COL,55_64,2021,51.675
RUS,15_24,2008,35.96297
RUS,15_24,2009,34.32929
RUS,15_24,2010,34.18401
RUS,15_24,2011,34.99566
RUS,15_24,2012,33.69532
RUS,15_24,2013,34.31579
RUS,15_24,2014,33.43768
RUS,15_24,2015,31.82034
RUS,15_24,2016,31.46622
RUS,15_24,2017,29.60408
RUS,15_24,2018,28.33984
RUS,15_24,2019,28.08068
RUS,15_24,2020,26.6496
RUS,15_24,2021,26.4414
RUS,25_54,2008,84.36035
RUS,25_54,2009,82.54421
RUS,25_54,2010,83.56773
RUS,25_54,2011,84.40849
RUS,25_54,2012,85.71754
RUS,25_54,2013,85.18233
RUS,25_54,2014,85.74886
RUS,25_54,2015,85.55775
RUS,25_54,2016,86.11957
RUS,25_54,2017,86.83315
RUS,25_54,2018,87.43684
RUS,25_54,2019,86.97839
RUS,25_54,2020,85.80152
RUS,25_54,2021,87.65535
RUS,55_64,2008,50.45044
RUS,55_64,2009,48.21918
RUS,55_64,2010,46.74806
RUS,55_64,2011,46.64648
RUS,55_64,2012,47.1339
RUS,55_64,2013,47.30434
RUS,55_64,2014,47.35712
RUS,55_64,2015,47.76465
RUS,55_64,2016,48.17804
RUS,55_64,2017,47.66084
RUS,55_64,2018,49.17151
RUS,55_64,2019,49.56726
RUS,55_64,2020,50.70969
RUS,55_64,2021,53.27119
LVA,15_24,2008,37.025
LVA,15_24,2009,27.475
LVA,15_24,2010,25.4
LVA,15_24,2011,25.8
LVA,15_24,2012,28.7
LVA,15_24,2013,30.2
LVA,15_24,2014,32.475
LVA,15_24,2015,34.525
LVA,15_24,2016,32.7
LVA,15_24,2017,32.975
LVA,15_24,2018,33.1
LVA,15_24,2019,31.725
LVA,15_24,2020,29.6
LVA,15_24,2021,27.9
LVA,25_54,2008,82.175
LVA,25_54,2009,73.75
LVA,25_54,2010,72.25
LVA,25_54,2011,74.675
LVA,25_54,2012,76.05
LVA,25_54,2013,77.675
LVA,25_54,2014,77.975
LVA,25_54,2015,79.15
LVA,25_54,2016,79.475
LVA,25_54,2017,81.125
LVA,25_54,2018,82.575
LVA,25_54,2019,83.025
LVA,25_54,2020,82.025
LVA,25_54,2021,80.35
LVA,55_64,2008,59.05
LVA,55_64,2009,52.25
LVA,55_64,2010,47.525
LVA,55_64,2011,50.375
LVA,55_64,2012,52.6
LVA,55_64,2013,54.65
LVA,55_64,2014,56.25
LVA,55_64,2015,59.375
LVA,55_64,2016,61.175
LVA,55_64,2017,62.15
LVA,55_64,2018,65.325
LVA,55_64,2019,67.275
LVA,55_64,2020,68.425
LVA,55_64,2021,67.775
LTU,15_24,2008,26
LTU,15_24,2009,20.65
LTU,15_24,2010,18.275
LTU,15_24,2011,19
LTU,15_24,2012,21.5
LTU,15_24,2013,24.6
LTU,15_24,2014,27.625
LTU,15_24,2015,28.35
LTU,15_24,2016,30.25
LTU,15_24,2017,30.375
LTU,15_24,2018,32.425
LTU,15_24,2019,32.9
LTU,15_24,2020,29.45
LTU,15_24,2021,31.15
LTU,25_54,2008,80.95
LTU,25_54,2009,75.9
LTU,25_54,2010,73.6
LTU,25_54,2011,76.925
LTU,25_54,2012,78.45
LTU,25_54,2013,79.625
LTU,25_54,2014,80.85
LTU,25_54,2015,81.6
LTU,25_54,2016,82.75
LTU,25_54,2017,83.375
LTU,25_54,2018,84.65
LTU,25_54,2019,85.075
LTU,25_54,2020,83.725
LTU,25_54,2021,84.275
LTU,55_64,2008,52.95
LTU,55_64,2009,51.15
LTU,55_64,2010,48.35
LTU,55_64,2011,50.175
LTU,55_64,2012,51.7
LTU,55_64,2013,53.375
LTU,55_64,2014,56.25
LTU,55_64,2015,60.4
LTU,55_64,2016,64.575
LTU,55_64,2017,66.075
LTU,55_64,2018,68.525
LTU,55_64,2019,68.4
LTU,55_64,2020,67.6
LTU,55_64,2021,68.025
