LOCATION,SUBJECT,TIME,Value
LUX,UPPSRY_NTRY,2016,70.504211
LUX,UPPSRY_NTRY,2017,74.798195
LUX,UPPSRY_NTRY,2018,74.543434
LUX,UPPSRY_NTRY,2019,74.739479
LUX,UPPSRY_NTRY,2020,74.867989
LUX,UPPSRY_NTRY,2021,72.289368
PRT,BUPPSRY,1994,67.286644
PRT,BUPPSRY,1995,67.151115
PRT,BUPPSRY,1998,71.552879
PRT,BUPPSRY,1999,71.825294
PRT,BUPPSRY,2000,72.816544
PRT,BUPPSRY,2001,73.12545
PRT,BUPPSRY,2002,72.964134
PRT,BUPPSRY,2003,72.351944
PRT,BUPPSRY,2004,71.897057
PRT,BUPPSRY,2005,71.476646
PRT,BUPPSRY,2006,71.702599
PRT,BUPPSRY,2007,71.578384
PRT,BUPPSRY,2008,71.708557
PRT,BUPPSRY,2009,69.000137
PRT,BUPPSRY,2010,68.210884
PRT,BUPPSRY,2011,65.928818
PRT,BUPPSRY,2012,63.18148
PRT,BUPPSRY,2013,61.807949
PRT,BUPPSRY,2014,60.243687
PRT,BUPPSRY,2015,61.999107
PRT,BUPPSRY,2016,63.326221
PRT,BUPPSRY,2017,66.630455
PRT,BUPPSRY,2018,68.628967
PRT,BUPPSRY,2019,68.98822
PRT,BUPPSRY,2020,68.479317
PRT,BUPPSRY,2021,69.907143
SVN,TRY,2000,86.084763
SVN,TRY,2002,86.060104
SVN,TRY,2003,86.073631
SVN,TRY,2004,86.81031
SVN,TRY,2005,86.963692
SVN,TRY,2006,88.171173
SVN,TRY,2007,87.654411
SVN,TRY,2008,87.860756
SVN,TRY,2009,88.38195
SVN,TRY,2010,87.317764
SVN,TRY,2011,86.415886
SVN,TRY,2012,85.092415
SVN,TRY,2013,83.792725
SVN,TRY,2014,83.187988
SVN,TRY,2015,84.415833
SVN,TRY,2016,85.174232
SVN,TRY,2017,86.597931
SVN,TRY,2018,88.878952
SVN,TRY,2019,90.312386
SVN,TRY,2020,90.399612
SVN,TRY,2021,89.71
SVN,BUPPSRY,2000,53.375412
SVN,BUPPSRY,2002,55.630177
SVN,BUPPSRY,2003,54.237309
SVN,BUPPSRY,2004,55.915066
SVN,BUPPSRY,2005,56.059303
SVN,BUPPSRY,2006,55.910934
SVN,BUPPSRY,2007,56.216133
SVN,BUPPSRY,2008,54.957649
SVN,BUPPSRY,2009,53.66087
SVN,BUPPSRY,2010,51.082619
SVN,BUPPSRY,2011,46.672646
SVN,BUPPSRY,2012,47.193939
SVN,BUPPSRY,2013,45.486839
SVN,BUPPSRY,2014,48.500076
SVN,BUPPSRY,2015,48.964321
SVN,BUPPSRY,2016,46.098511
SVN,BUPPSRY,2017,45.92458
SVN,BUPPSRY,2018,51.293549
SVN,BUPPSRY,2019,50.619339
SVN,BUPPSRY,2020,48.289345
SVN,BUPPSRY,2021,49.83
DNK,UPPSRY_NTRY,1981,82.837196
DNK,UPPSRY_NTRY,1988,83.71212
DNK,UPPSRY_NTRY,1991,80.894974
DNK,UPPSRY_NTRY,1992,80.804176
DNK,UPPSRY_NTRY,1994,79.862686
DNK,UPPSRY_NTRY,1995,80.470116
DNK,UPPSRY_NTRY,1998,79.116905
DNK,UPPSRY_NTRY,1999,80.734215
DNK,UPPSRY_NTRY,2000,80.931572
DNK,UPPSRY_NTRY,2001,80.952553
DNK,UPPSRY_NTRY,2002,80.331329
DNK,UPPSRY_NTRY,2003,79.761818
DNK,UPPSRY_NTRY,2004,79.827087
DNK,UPPSRY_NTRY,2005,79.935875
DNK,UPPSRY_NTRY,2006,81.282875
DNK,UPPSRY_NTRY,2007,82.279282
DNK,UPPSRY_NTRY,2008,81.370178
DNK,UPPSRY_NTRY,2009,78.272186
DNK,UPPSRY_NTRY,2010,77.806847
DNK,UPPSRY_NTRY,2011,77.94986
DNK,UPPSRY_NTRY,2012,77.52253
DNK,UPPSRY_NTRY,2013,77.874519
DNK,UPPSRY_NTRY,2014,78.09037
DNK,UPPSRY_NTRY,2015,79.556328
DNK,UPPSRY_NTRY,2016,79.909019
DNK,UPPSRY_NTRY,2017,80.767326
DNK,UPPSRY_NTRY,2018,81.561127
DNK,UPPSRY_NTRY,2019,82.051392
DNK,UPPSRY_NTRY,2020,80.746338
DNK,UPPSRY_NTRY,2021,81.850777
JPN,TRY,1997,80.688339
JPN,TRY,1998,79.46048
JPN,TRY,1999,79.202538
JPN,TRY,2000,79.043961
JPN,TRY,2001,79.949562
JPN,TRY,2002,79.184807
JPN,TRY,2003,79.232857
JPN,TRY,2004,79.276932
JPN,TRY,2005,79.389313
JPN,TRY,2006,79.81118
JPN,TRY,2007,80.144402
JPN,TRY,2008,79.749916
JPN,TRY,2009,79.746834
JPN,TRY,2010,79.517265
JPN,TRY,2011,79.573174
JPN,TRY,2012,79.766914
JPN,TRY,2013,80.867592
JPN,TRY,2014,81.603622
JPN,TRY,2015,82.291
JPN,TRY,2016,83.333336
JPN,TRY,2017,84.042557
JPN,TRY,2018,85.335411
JPN,TRY,2019,86.019836
JPN,TRY,2020,86.036583
JPN,TRY,2021,86.121841
CZE,TRY,1994,90.673035
CZE,TRY,1995,91.861259
CZE,TRY,1997,89.319771
CZE,TRY,1998,88.654297
CZE,TRY,1999,87.393341
CZE,TRY,2000,86.837059
CZE,TRY,2001,87.750053
CZE,TRY,2002,87.063774
CZE,TRY,2003,86.460495
CZE,TRY,2004,86.382202
CZE,TRY,2005,85.798317
CZE,TRY,2006,85.073532
CZE,TRY,2007,85.218811
CZE,TRY,2008,85.116821
CZE,TRY,2009,84.264351
CZE,TRY,2010,83.333153
CZE,TRY,2011,83.094688
CZE,TRY,2012,83.56321
CZE,TRY,2013,84.885902
CZE,TRY,2014,84.497963
CZE,TRY,2015,84.831734
CZE,TRY,2016,85.599098
CZE,TRY,2017,86.036484
CZE,TRY,2018,87.262779
CZE,TRY,2019,86.606911
CZE,TRY,2020,85.621941
CZE,TRY,2021,86.516075
PRT,TRY,1994,90.123001
PRT,TRY,1995,89.020508
PRT,TRY,1998,89.35424
PRT,TRY,1999,89.957069
PRT,TRY,2000,90.606468
PRT,TRY,2001,90.815102
PRT,TRY,2002,88.576721
PRT,TRY,2003,87.495903
PRT,TRY,2004,88.006653
PRT,TRY,2005,87.309158
PRT,TRY,2006,86.410294
PRT,TRY,2007,85.943375
PRT,TRY,2008,86.722115
PRT,TRY,2009,86.702446
PRT,TRY,2010,85.388908
PRT,TRY,2011,83.354813
PRT,TRY,2012,81.837296
PRT,TRY,2013,80.21447
PRT,TRY,2014,82.502396
PRT,TRY,2015,83.632805
PRT,TRY,2016,85.010117
PRT,TRY,2017,86.72818
PRT,TRY,2018,88.341423
PRT,TRY,2019,88.488724
PRT,TRY,2020,87.931183
PRT,TRY,2021,89.740768
ISL,UPPSRY_NTRY,2003,89.752701
ISL,UPPSRY_NTRY,2004,88.493721
ISL,UPPSRY_NTRY,2005,88.908348
ISL,UPPSRY_NTRY,2006,89.358322
ISL,UPPSRY_NTRY,2007,89.511948
ISL,UPPSRY_NTRY,2008,87.207062
ISL,UPPSRY_NTRY,2009,83.64772
ISL,UPPSRY_NTRY,2010,81.599663
ISL,UPPSRY_NTRY,2011,82.494347
ISL,UPPSRY_NTRY,2012,83.891525
ISL,UPPSRY_NTRY,2013,84.997749
ISL,UPPSRY_NTRY,2014,84.965332
ISL,UPPSRY_NTRY,2015,86.394966
ISL,UPPSRY_NTRY,2016,86.499107
ISL,UPPSRY_NTRY,2017,87.784927
ISL,UPPSRY_NTRY,2018,85.214729
ISL,UPPSRY_NTRY,2019,84.531822
ISL,UPPSRY_NTRY,2020,81.447174
ISL,UPPSRY_NTRY,2021,82.324173
OAVG,BUPPSRY,1995,57.66068
OAVG,BUPPSRY,1998,55.468965
OAVG,BUPPSRY,1999,55.154235
OAVG,BUPPSRY,2000,54.490719
OAVG,BUPPSRY,2001,55.638376
OAVG,BUPPSRY,2002,55.015654
OAVG,BUPPSRY,2003,56.193619
OAVG,BUPPSRY,2004,56.276657
OAVG,BUPPSRY,2005,56.290888
OAVG,BUPPSRY,2006,57.52231
OAVG,BUPPSRY,2007,57.969394
OAVG,BUPPSRY,2008,57.642614
OAVG,BUPPSRY,2009,55.464429
OAVG,BUPPSRY,2010,54.410024
OAVG,BUPPSRY,2011,54.55543
OAVG,BUPPSRY,2012,54.429122
OAVG,BUPPSRY,2013,54.494625
OAVG,BUPPSRY,2014,55.744686
OAVG,BUPPSRY,2015,56.254118
OAVG,BUPPSRY,2016,56.722147
OAVG,BUPPSRY,2017,57.920604
OAVG,BUPPSRY,2018,58.673499
OAVG,BUPPSRY,2019,58.89869
OAVG,BUPPSRY,2020,57.473597
OAVG,BUPPSRY,2021,57.821336
BEL,UPPSRY_NTRY,1989,75.044487
BEL,UPPSRY_NTRY,1991,75.237045
BEL,UPPSRY_NTRY,1992,75.079285
BEL,UPPSRY_NTRY,1994,72.841629
BEL,UPPSRY_NTRY,1995,72.07476
BEL,UPPSRY_NTRY,2000,75.092308
BEL,UPPSRY_NTRY,2001,73.902603
BEL,UPPSRY_NTRY,2002,73.819321
BEL,UPPSRY_NTRY,2003,72.764198
BEL,UPPSRY_NTRY,2004,73.063675
BEL,UPPSRY_NTRY,2005,73.987434
BEL,UPPSRY_NTRY,2006,73.192039
BEL,UPPSRY_NTRY,2007,74.18573
BEL,UPPSRY_NTRY,2008,74.738068
BEL,UPPSRY_NTRY,2009,74.008049
BEL,UPPSRY_NTRY,2010,74.490921
BEL,UPPSRY_NTRY,2011,74.001999
BEL,UPPSRY_NTRY,2012,73.492508
BEL,UPPSRY_NTRY,2013,73.590157
BEL,UPPSRY_NTRY,2014,72.793587
BEL,UPPSRY_NTRY,2015,72.179436
BEL,UPPSRY_NTRY,2016,72.983177
BEL,UPPSRY_NTRY,2017,73.307259
BEL,UPPSRY_NTRY,2018,74.1306
BEL,UPPSRY_NTRY,2019,74.593086
BEL,UPPSRY_NTRY,2020,73.420418
BEL,UPPSRY_NTRY,2021,72.769821
CZE,BUPPSRY,1994,55.94545
CZE,BUPPSRY,1995,55.585411
CZE,BUPPSRY,1997,51.074863
CZE,BUPPSRY,1998,49.501915
CZE,BUPPSRY,1999,46.921894
CZE,BUPPSRY,2000,46.878235
CZE,BUPPSRY,2001,46.677689
CZE,BUPPSRY,2002,45.287331
CZE,BUPPSRY,2003,45.96307
CZE,BUPPSRY,2004,42.303959
CZE,BUPPSRY,2005,41.195751
CZE,BUPPSRY,2006,43.939117
CZE,BUPPSRY,2007,45.668751
CZE,BUPPSRY,2008,46.547138
CZE,BUPPSRY,2009,43.948586
CZE,BUPPSRY,2010,43.15493
CZE,BUPPSRY,2011,42.19772
CZE,BUPPSRY,2012,40.431568
CZE,BUPPSRY,2013,41.836891
CZE,BUPPSRY,2014,43.02264
CZE,BUPPSRY,2015,41.919285
CZE,BUPPSRY,2016,45.122135
CZE,BUPPSRY,2017,50.521461
CZE,BUPPSRY,2018,52.233006
CZE,BUPPSRY,2019,55.278542
CZE,BUPPSRY,2020,57.004353
CZE,BUPPSRY,2021,55.651592
OAVG,TRY,1995,83.528082
OAVG,TRY,1997,83.231458
OAVG,TRY,1998,83.411681
OAVG,TRY,1999,83.068562
OAVG,TRY,2000,83.646744
OAVG,TRY,2001,83.836471
OAVG,TRY,2002,83.446665
OAVG,TRY,2003,83.578273
OAVG,TRY,2004,83.528714
OAVG,TRY,2005,84.228368
OAVG,TRY,2006,84.754958
OAVG,TRY,2007,84.925167
OAVG,TRY,2008,84.82686
OAVG,TRY,2009,83.808446
OAVG,TRY,2010,83.20186
OAVG,TRY,2011,83.201661
OAVG,TRY,2012,83.270747
OAVG,TRY,2013,83.208864
OAVG,TRY,2014,83.366845
OAVG,TRY,2015,83.781566
OAVG,TRY,2016,84.241196
OAVG,TRY,2017,84.756621
OAVG,TRY,2018,85.214266
OAVG,TRY,2019,85.573694
OAVG,TRY,2020,84.551066
OAVG,TRY,2021,85.435486
LVA,BUPPSRY,1996,38.830215
LVA,BUPPSRY,1997,45.49308
LVA,BUPPSRY,1998,43.742031
LVA,BUPPSRY,1999,41.322517
LVA,BUPPSRY,2000,40.365482
LVA,BUPPSRY,2001,46.780468
LVA,BUPPSRY,2002,47.951
LVA,BUPPSRY,2003,48.767609
LVA,BUPPSRY,2004,48.595268
LVA,BUPPSRY,2005,50.311817
LVA,BUPPSRY,2006,54.311527
LVA,BUPPSRY,2007,59.257423
LVA,BUPPSRY,2008,57.436234
LVA,BUPPSRY,2009,48.141289
LVA,BUPPSRY,2010,47.062054
LVA,BUPPSRY,2011,48.480335
LVA,BUPPSRY,2012,51.792015
LVA,BUPPSRY,2013,50.888634
LVA,BUPPSRY,2014,54.105034
LVA,BUPPSRY,2015,56.425018
LVA,BUPPSRY,2016,58.827591
LVA,BUPPSRY,2017,61.445526
LVA,BUPPSRY,2018,61.97654
LVA,BUPPSRY,2019,64.924088
LVA,BUPPSRY,2020,64.772354
LVA,BUPPSRY,2021,61.950157
NZL,TRY,1981,80.668991
NZL,TRY,1990,78.059586
NZL,TRY,1991,80.108696
NZL,TRY,1992,81.200104
NZL,TRY,1994,82.677162
NZL,TRY,1995,81.505806
NZL,TRY,1997,82.370399
NZL,TRY,1998,81.462387
NZL,TRY,1999,81.896866
NZL,TRY,2000,82.212578
NZL,TRY,2001,83.60714
NZL,TRY,2002,83.004349
NZL,TRY,2003,82.737076
NZL,TRY,2004,83.3955
NZL,TRY,2005,84.097366
NZL,TRY,2006,84.499748
NZL,TRY,2007,83.715759
NZL,TRY,2008,84.524803
NZL,TRY,2009,83.979782
NZL,TRY,2010,83.764519
NZL,TRY,2011,84.363251
NZL,TRY,2012,83.918861
NZL,TRY,2013,85.759773
NZL,TRY,2014,87.229301
NZL,TRY,2015,87.458748
NZL,TRY,2016,87.252823
NZL,TRY,2017,88.607033
NZL,TRY,2018,88.085152
NZL,TRY,2019,88.311958
NZL,TRY,2020,87.897606
NZL,TRY,2021,88.977936
DEU,UPPSRY_NTRY,1989,68.458542
DEU,UPPSRY_NTRY,1991,72.35878
DEU,UPPSRY_NTRY,1992,71.75132
DEU,UPPSRY_NTRY,1994,70.181198
DEU,UPPSRY_NTRY,1995,70.956406
DEU,UPPSRY_NTRY,1997,68.222221
DEU,UPPSRY_NTRY,1998,67.916527
DEU,UPPSRY_NTRY,1999,69.875267
DEU,UPPSRY_NTRY,2000,70.378204
DEU,UPPSRY_NTRY,2001,70.535309
DEU,UPPSRY_NTRY,2002,70.330383
DEU,UPPSRY_NTRY,2003,69.734657
DEU,UPPSRY_NTRY,2004,69.45546
DEU,UPPSRY_NTRY,2005,70.591591
DEU,UPPSRY_NTRY,2006,72.533493
DEU,UPPSRY_NTRY,2007,74.382507
DEU,UPPSRY_NTRY,2008,75.336967
DEU,UPPSRY_NTRY,2009,75.499069
DEU,UPPSRY_NTRY,2010,76.321815
DEU,UPPSRY_NTRY,2011,77.594276
DEU,UPPSRY_NTRY,2012,78.183426
DEU,UPPSRY_NTRY,2013,78.824455
DEU,UPPSRY_NTRY,2014,79.660805
DEU,UPPSRY_NTRY,2015,79.915161
DEU,UPPSRY_NTRY,2016,80.961189
DEU,UPPSRY_NTRY,2017,81.59716
DEU,UPPSRY_NTRY,2018,82.278389
DEU,UPPSRY_NTRY,2019,82.785255
DEU,UPPSRY_NTRY,2020,82.157883
DEU,UPPSRY_NTRY,2021,81.660042
SWE,TRY,1981,92.399086
SWE,TRY,1989,94.84536
SWE,TRY,1991,94.205208
SWE,TRY,1992,92.72493
SWE,TRY,1994,89.169609
SWE,TRY,1995,89.021278
SWE,TRY,1997,85.04789
SWE,TRY,1998,85.486671
SWE,TRY,1999,85.57621
SWE,TRY,2000,86.682968
SWE,TRY,2001,86.905029
SWE,TRY,2002,86.493332
SWE,TRY,2003,85.805298
SWE,TRY,2004,85.397186
SWE,TRY,2005,87.30426
SWE,TRY,2006,87.245148
SWE,TRY,2007,88.542068
SWE,TRY,2008,89.129097
SWE,TRY,2009,88.029755
SWE,TRY,2010,87.688011
SWE,TRY,2011,88.672157
SWE,TRY,2012,88.743256
SWE,TRY,2013,89.16275
SWE,TRY,2014,88.982208
SWE,TRY,2015,89.265251
SWE,TRY,2016,89.555557
SWE,TRY,2017,89.491867
SWE,TRY,2018,89.826408
SWE,TRY,2019,90.267899
SWE,TRY,2020,89.290382
SWE,TRY,2021,89.115112
FRA,TRY,1981,85.391571
FRA,TRY,1989,86.34095
FRA,TRY,1991,84.780327
FRA,TRY,1992,83.850479
FRA,TRY,1994,81.799568
FRA,TRY,1995,82.043213
FRA,TRY,1997,81.335442
FRA,TRY,1998,81.578934
FRA,TRY,1999,81.826332
FRA,TRY,2000,83.199219
FRA,TRY,2001,83.749779
FRA,TRY,2002,83.337845
FRA,TRY,2003,83.293671
FRA,TRY,2004,82.947655
FRA,TRY,2005,82.958748
FRA,TRY,2006,83.028023
FRA,TRY,2007,83.373955
FRA,TRY,2008,84.568871
FRA,TRY,2009,83.497665
FRA,TRY,2010,83.601295
FRA,TRY,2011,83.85379
FRA,TRY,2012,84.367378
FRA,TRY,2013,84.391151
FRA,TRY,2014,83.842064
FRA,TRY,2015,83.858223
FRA,TRY,2016,84.971085
FRA,TRY,2017,85.156898
FRA,TRY,2018,84.914436
FRA,TRY,2019,85.562065
FRA,TRY,2020,84.995026
FRA,TRY,2021,86.304695
GBR,UPPSRY_NTRY,1997,79.218559
GBR,UPPSRY_NTRY,1998,80.131256
GBR,UPPSRY_NTRY,1999,80.507446
GBR,UPPSRY_NTRY,2000,81.101631
GBR,UPPSRY_NTRY,2001,80.969528
GBR,UPPSRY_NTRY,2002,81.046165
GBR,UPPSRY_NTRY,2003,81.48317
GBR,UPPSRY_NTRY,2004,81.27282
GBR,UPPSRY_NTRY,2005,81.541336
GBR,UPPSRY_NTRY,2006,81.555374
GBR,UPPSRY_NTRY,2007,82.311554
GBR,UPPSRY_NTRY,2008,80.075142
GBR,UPPSRY_NTRY,2009,78.278038
GBR,UPPSRY_NTRY,2010,78.149933
GBR,UPPSRY_NTRY,2011,78.200439
GBR,UPPSRY_NTRY,2012,78.788223
GBR,UPPSRY_NTRY,2013,78.741623
GBR,UPPSRY_NTRY,2014,79.977501
GBR,UPPSRY_NTRY,2015,79.996025
GBR,UPPSRY_NTRY,2016,80.095856
GBR,UPPSRY_NTRY,2017,81.025444
GBR,UPPSRY_NTRY,2018,81.076607
GBR,UPPSRY_NTRY,2019,81.382515
GBR,UPPSRY_NTRY,2020,80.407974
GBR,UPPSRY_NTRY,2021,79.489334
LVA,TRY,1996,78.142929
LVA,TRY,1997,79.3685
LVA,TRY,1998,80.764458
LVA,TRY,1999,79.607506
LVA,TRY,2000,80.655174
LVA,TRY,2001,83.193939
LVA,TRY,2002,82.150406
LVA,TRY,2003,82.426674
LVA,TRY,2004,83.318512
LVA,TRY,2005,83.860184
LVA,TRY,2006,86.618645
LVA,TRY,2007,87.816917
LVA,TRY,2008,87.447395
LVA,TRY,2009,83.478912
LVA,TRY,2010,80.679451
LVA,TRY,2011,84.378738
LVA,TRY,2012,86.206024
LVA,TRY,2013,85.222244
LVA,TRY,2014,84.241226
LVA,TRY,2015,85.839233
LVA,TRY,2016,87.164864
LVA,TRY,2017,87.564568
LVA,TRY,2018,89.074181
LVA,TRY,2019,89.259491
LVA,TRY,2020,86.765167
LVA,TRY,2021,85.941711
SVK,UPPSRY_NTRY,1997,75.89325
SVK,UPPSRY_NTRY,1998,75.052551
SVK,UPPSRY_NTRY,1999,72.4674
SVK,UPPSRY_NTRY,2000,70.631248
SVK,UPPSRY_NTRY,2001,70.176605
SVK,UPPSRY_NTRY,2002,70.455505
SVK,UPPSRY_NTRY,2003,71.219193
SVK,UPPSRY_NTRY,2004,70.273842
SVK,UPPSRY_NTRY,2005,70.792473
SVK,UPPSRY_NTRY,2006,71.914993
SVK,UPPSRY_NTRY,2007,73.156708
SVK,UPPSRY_NTRY,2008,74.797981
SVK,UPPSRY_NTRY,2009,71.99398
SVK,UPPSRY_NTRY,2010,69.939819
SVK,UPPSRY_NTRY,2011,70.134682
SVK,UPPSRY_NTRY,2012,70.252365
SVK,UPPSRY_NTRY,2013,69.917427
SVK,UPPSRY_NTRY,2014,71.11071
SVK,UPPSRY_NTRY,2015,72.606094
SVK,UPPSRY_NTRY,2016,74.301598
SVK,UPPSRY_NTRY,2017,75.367386
SVK,UPPSRY_NTRY,2018,76.875427
SVK,UPPSRY_NTRY,2019,78.388824
SVK,UPPSRY_NTRY,2020,76.962738
SVK,UPPSRY_NTRY,2021,78.837906
NZL,BUPPSRY,1981,66.543015
NZL,BUPPSRY,1990,61.354755
NZL,BUPPSRY,1991,60.425709
NZL,BUPPSRY,1992,59.50655
NZL,BUPPSRY,1994,60.182285
NZL,BUPPSRY,1995,63.217003
NZL,BUPPSRY,1997,63.135017
NZL,BUPPSRY,1998,62.429726
NZL,BUPPSRY,1999,63.565891
NZL,BUPPSRY,2000,64.795921
NZL,BUPPSRY,2001,65.96241
NZL,BUPPSRY,2002,67.086914
NZL,BUPPSRY,2003,67.406067
NZL,BUPPSRY,2004,68.893494
NZL,BUPPSRY,2005,69.995422
NZL,BUPPSRY,2006,70.357254
NZL,BUPPSRY,2007,71.000168
NZL,BUPPSRY,2008,70.518951
NZL,BUPPSRY,2009,69.012177
NZL,BUPPSRY,2010,68.435654
NZL,BUPPSRY,2011,68.011421
NZL,BUPPSRY,2012,68.280144
NZL,BUPPSRY,2013,68.414581
NZL,BUPPSRY,2014,70.867348
NZL,BUPPSRY,2015,69.111115
NZL,BUPPSRY,2016,71.655121
NZL,BUPPSRY,2017,72.886696
NZL,BUPPSRY,2018,72.096405
NZL,BUPPSRY,2019,71.739586
NZL,BUPPSRY,2020,70.753769
NZL,BUPPSRY,2021,71.532417
CHE,TRY,1989,89.68119
CHE,TRY,1991,90.475708
CHE,TRY,1992,89.794479
CHE,TRY,1994,88.274429
CHE,TRY,1995,90.198669
CHE,TRY,1997,89.109146
CHE,TRY,1998,90.316689
CHE,TRY,1999,90.658318
CHE,TRY,2000,90.403908
CHE,TRY,2001,91.333633
CHE,TRY,2002,90.575165
CHE,TRY,2003,89.6521
CHE,TRY,2004,89.670784
CHE,TRY,2005,90.017555
CHE,TRY,2006,90.179916
CHE,TRY,2007,89.997292
CHE,TRY,2008,90.469116
CHE,TRY,2009,89.604568
CHE,TRY,2010,87.327576
CHE,TRY,2011,87.892036
CHE,TRY,2012,88.552856
CHE,TRY,2013,88.081001
CHE,TRY,2014,88.040604
CHE,TRY,2015,88.198875
CHE,TRY,2016,88.492294
CHE,TRY,2017,88.253677
CHE,TRY,2018,88.679741
CHE,TRY,2019,89.3713
CHE,TRY,2020,88.934608
CHE,TRY,2021,88.962387
USA,UPPSRY_NTRY,1981,71.369842
USA,UPPSRY_NTRY,1982,69.661493
USA,UPPSRY_NTRY,1983,68.645998
USA,UPPSRY_NTRY,1984,71.014016
USA,UPPSRY_NTRY,1985,72.354134
USA,UPPSRY_NTRY,1986,72.188388
USA,UPPSRY_NTRY,1987,73.265437
USA,UPPSRY_NTRY,1988,74.343229
USA,UPPSRY_NTRY,1989,75.668225
USA,UPPSRY_NTRY,1990,75.806028
USA,UPPSRY_NTRY,1991,74.379862
USA,UPPSRY_NTRY,1992,73.351265
USA,UPPSRY_NTRY,1993,73.327965
USA,UPPSRY_NTRY,1994,73.922516
USA,UPPSRY_NTRY,1995,74.43557
USA,UPPSRY_NTRY,1996,75.092949
USA,UPPSRY_NTRY,1997,75.740555
USA,UPPSRY_NTRY,1998,75.792206
USA,UPPSRY_NTRY,1999,76.237419
USA,UPPSRY_NTRY,2000,76.681938
USA,UPPSRY_NTRY,2001,76.021034
USA,UPPSRY_NTRY,2002,74.017136
USA,UPPSRY_NTRY,2003,73.312019
USA,UPPSRY_NTRY,2004,72.83976
USA,UPPSRY_NTRY,2005,72.789757
USA,UPPSRY_NTRY,2006,73.348991
USA,UPPSRY_NTRY,2007,73.612854
USA,UPPSRY_NTRY,2008,72.827103
USA,UPPSRY_NTRY,2009,68.887581
USA,UPPSRY_NTRY,2010,67.935326
USA,UPPSRY_NTRY,2011,67.125801
USA,UPPSRY_NTRY,2012,67.468834
USA,UPPSRY_NTRY,2013,67.758492
USA,UPPSRY_NTRY,2014,67.88089
USA,UPPSRY_NTRY,2015,68.645622
USA,UPPSRY_NTRY,2016,68.829735
USA,UPPSRY_NTRY,2017,69.978073
USA,UPPSRY_NTRY,2018,69.980186
USA,UPPSRY_NTRY,2019,71.045883
USA,UPPSRY_NTRY,2020,69.037971
USA,UPPSRY_NTRY,2021,66.738869
AUS,TRY,1989,76.489265
AUS,TRY,1991,75.202911
AUS,TRY,1993,82.031517
AUS,TRY,1994,82.405853
AUS,TRY,1995,83.269669
AUS,TRY,1997,83.351204
AUS,TRY,1998,83.751465
AUS,TRY,1999,81.962997
AUS,TRY,2000,82.878609
AUS,TRY,2001,83.107796
AUS,TRY,2002,83.477089
AUS,TRY,2003,83.229851
AUS,TRY,2004,83.272232
AUS,TRY,2005,84.412949
AUS,TRY,2006,84.353523
AUS,TRY,2007,84.823486
AUS,TRY,2008,83.105896
AUS,TRY,2009,84.255821
AUS,TRY,2010,84.019539
AUS,TRY,2011,84.305344
AUS,TRY,2012,84.437431
AUS,TRY,2013,83.484528
AUS,TRY,2014,82.947945
AUS,TRY,2015,83.097328
AUS,TRY,2016,83.515259
AUS,TRY,2017,83.951401
AUS,TRY,2018,84.066086
AUS,TRY,2019,84.568695
AUS,TRY,2020,81.466423
AUS,TRY,2021,85.512535
KOR,UPPSRY_NTRY,1995,71.229935
KOR,UPPSRY_NTRY,1997,71.698799
KOR,UPPSRY_NTRY,1998,66.465599
KOR,UPPSRY_NTRY,1999,66.404625
KOR,UPPSRY_NTRY,2000,68.740852
KOR,UPPSRY_NTRY,2001,69.436409
KOR,UPPSRY_NTRY,2002,70.557007
KOR,UPPSRY_NTRY,2003,69.620415
KOR,UPPSRY_NTRY,2004,70.199181
KOR,UPPSRY_NTRY,2005,70.131943
KOR,UPPSRY_NTRY,2006,70.428894
KOR,UPPSRY_NTRY,2007,70.848465
KOR,UPPSRY_NTRY,2008,70.694626
KOR,UPPSRY_NTRY,2009,69.174683
KOR,UPPSRY_NTRY,2010,70.131836
KOR,UPPSRY_NTRY,2011,70.7957
KOR,UPPSRY_NTRY,2012,70.957237
KOR,UPPSRY_NTRY,2013,71.23275
KOR,UPPSRY_NTRY,2014,72.231895
KOR,UPPSRY_NTRY,2015,72.502853
KOR,UPPSRY_NTRY,2016,72.534996
KOR,UPPSRY_NTRY,2017,73.04821
KOR,UPPSRY_NTRY,2018,72.433052
KOR,UPPSRY_NTRY,2019,72.20945
KOR,UPPSRY_NTRY,2020,70.40477
KOR,UPPSRY_NTRY,2021,69.96904
AUS,BUPPSRY,1989,57.808041
AUS,BUPPSRY,1991,52.844791
AUS,BUPPSRY,1993,57.816246
AUS,BUPPSRY,1994,59.492508
AUS,BUPPSRY,1995,60.216778
AUS,BUPPSRY,1997,59.477005
AUS,BUPPSRY,1998,59.454018
AUS,BUPPSRY,1999,59.088787
AUS,BUPPSRY,2000,60.819241
AUS,BUPPSRY,2001,59.895683
AUS,BUPPSRY,2002,60.002323
AUS,BUPPSRY,2003,61.008137
AUS,BUPPSRY,2004,60.640072
AUS,BUPPSRY,2005,62.907692
AUS,BUPPSRY,2006,63.472088
AUS,BUPPSRY,2007,63.865177
AUS,BUPPSRY,2008,61.529007
AUS,BUPPSRY,2009,66.119377
AUS,BUPPSRY,2010,65.07019
AUS,BUPPSRY,2011,65.794937
AUS,BUPPSRY,2012,66.24485
AUS,BUPPSRY,2013,60.332756
AUS,BUPPSRY,2014,59.668468
AUS,BUPPSRY,2015,58.48666
